a1,a2,a3,a4,a5,a6,a7,a8,emotions
2.5312,2.9483,2.914,2.0342,2.2026,7.0178,1.8647,1.2047,sad
3.1857,2.5125,4.4,2.1097,2.089,3.6818,2.0823,1.5921,sad
3.0,3.3333,2.5495,2.2569,3.6111,4.0,2.2535,1.4,sad
2.5558,5.2202,2.6692,2.2013,3.685,4.6098,1.7839,1.2116,sad
3.0772,1.7202,2.5455,2.769,2.2761,4.3843,2.0584,1.58,sad
3.0751,3.8531,2.0567,2.831,2.6565,2.7785,2.0,1.4575,sad
2.5422,2.1401,2.929,2.009,2.9638,2.9506,2.1623,1.2711,sad
2.6373,4.1302,3.0261,1.5713,1.9709,3.7101,2.1011,1.3557,sad
2.5606,2.6719,2.6519,1.5573,4.6719,4.0,1.9385,1.4361,sad
2.863,3.1901,4.0552,2.6476,2.1761,2.9506,2.1623,1.3874,sad
2.7718,2.3616,2.6913,2.7748,2.6919,3.5355,1.9759,1.3391,sad
2.9707,6.3246,5.5672,2.3693,2.7879,3.8806,1.7545,1.416,sad
2.9384,3.3397,4.2333,2.8882,2.5097,3.0046,1.9446,1.4692,sad
2.8579,9.9247,3.7143,3.4726,3.1471,2.1731,2.0722,1.3612,sad
2.6515,1.55,4.8662,1.3351,1.9877,4.9396,2.3609,1.2196,sad
2.6128,1.4525,3.3628,2.0786,1.9099,3.0104,1.8439,1.3125,sad
3.4446,2.4734,2.7045,2.9465,2.4297,3.1623,1.779,1.6927,sad
2.9263,2.4878,3.1421,2.6588,2.4146,2.6355,2.0116,1.6078,sad
2.6034,5.0,3.541,2.3061,2.1152,3.5355,1.9812,1.4016,sad
3.4865,2.8956,2.6351,3.4128,4.8593,2.808,1.5927,1.6728,sad
3.1255,2.6306,2.7782,2.0009,3.11,3.6702,1.9266,1.7635,sad
2.4399,1.7704,3.8891,2.1705,2.1853,7.0178,1.9289,1.1917,sad
2.8345,2.9205,3.6356,1.9754,2.1199,2.8636,2.7959,1.5154,sad
3.3477,2.9205,2.8104,1.7261,2.9603,3.6461,1.7498,1.6795,sad
2.8931,2.6306,3.7379,3.0372,2.0728,3.4041,1.7159,1.3706,sad
2.4977,3.5089,3.5355,2.2725,2.2569,2.4083,2.4098,1.4979,sad
3.1899,3.7577,2.5917,1.8685,2.4153,3.5434,1.769,1.714,sad
2.7098,4.3333,3.9764,2.6524,2.0564,3.7832,1.7633,1.437,sad
2.6128,3.2882,3.4202,1.9228,2.9239,4.6786,1.8579,1.4525,sad
2.6852,16.0312,7.0,2.3363,2.8036,2.4083,2.4098,1.3114,sad
2.5099,1.7545,3.047,1.3672,2.4164,4.3843,1.9826,1.3556,sad
2.4855,2.6781,3.6391,1.855,2.4187,4.3157,1.841,1.2129,sad
2.6009,3.75,2.9317,2.4199,3.5748,4.2573,1.6453,1.4667,sad
3.1829,2.0069,3.1741,2.0885,2.0478,2.7116,2.4413,1.5974,sad
3.2727,2.75,2.5545,2.1699,4.2255,4.3333,2.0,1.8182,sad
2.9286,3.5,4.3333,2.7142,2.7142,2.6,2.0783,1.4304,sad
3.2213,3.2596,3.5,2.2645,2.6908,2.7456,2.0013,1.5339,sad
2.4595,3.6317,4.7331,1.5741,1.5613,3.7314,2.0525,1.2707,sad
2.3114,2.0039,2.5584,1.8925,2.6495,5.3759,1.7069,1.3114,sad
2.3601,2.8284,3.1697,1.7258,2.5495,4.0552,1.838,1.2104,sad
2.783,1.3023,4.2413,2.2302,1.5881,3.2358,2.2548,1.4159,sad
3.3393,2.9417,2.5787,1.929,2.199,2.9592,1.7812,1.6014,sad
3.1903,3.35,2.715,1.868,2.1167,3.35,2.0,1.4959,sad
3.2222,13.0384,2.5212,2.4526,2.9432,2.8333,1.7657,1.6891,sad
1.8955,3.8,3.2885,2.1537,3.2751,4.6667,1.9286,1.0526,sad
2.6199,0.0,4.2826,3.1031,3.4104,2.6667,1.9385,1.3114,sad
2.164,1.6322,4.1631,2.1312,2.1022,5.5227,2.5415,1.0554,sad
2.2804,6.0093,2.3483,1.9849,2.6774,3.8079,2.5038,1.1149,sad
2.7111,3.5089,4.8022,2.1623,3.2384,4.7539,1.7295,1.3556,sad
3.2605,2.6789,2.308,1.9219,2.5008,3.2596,1.7657,1.5391,sad
3.0717,2.1435,4.1655,2.6929,2.1125,3.2596,2.0765,1.4653,sad
2.6439,5.0621,6.0828,2.695,2.6215,3.2358,2.0581,1.3561,sad
3.1611,3.2463,3.2127,1.6106,2.5428,2.9262,2.1899,1.65,sad
3.4578,3.1623,2.9768,2.3954,2.9142,2.4258,2.255,1.6298,sad
2.5765,3.8881,4.1921,2.6638,2.3688,2.3616,2.256,1.1917,sad
2.7718,3.8079,4.1832,2.1221,2.0809,5.3852,1.6692,1.2567,sad
3.7521,2.0,3.7362,1.6062,1.6062,2.5298,2.3783,1.625,sad
3.0723,7.0,3.1505,2.5887,3.076,3.4,1.7647,1.5714,sad
3.0806,4.4721,2.6021,1.8182,2.903,3.2882,2.4436,1.6325,sad
2.5412,3.75,3.7678,1.6346,2.6153,3.7583,1.9336,1.4682,sad
2.9155,2.6874,3.101,1.8822,1.8895,3.6461,2.1961,1.4897,sad
2.8098,3.7314,2.8898,2.0938,2.8777,2.4413,2.0676,1.34,sad
3.4059,2.0069,3.1235,1.9415,2.2495,4.6786,2.0711,1.7518,sad
2.8407,2.1623,2.8135,2.3042,2.3268,2.8543,2.0508,1.2824,sad
3.5355,2.1662,3.0178,2.5279,2.5031,2.5795,1.9068,1.7226,sad
2.3582,3.3955,3.4286,2.2567,2.4736,2.6,1.7692,1.2164,sad
2.403,7.5166,3.6576,2.9594,4.8024,3.7947,2.4224,1.337,sad
3.0606,2.4715,2.5693,1.757,1.8279,3.2062,2.1841,1.602,sad
2.467,2.7996,4.0,1.6202,1.7155,3.0,2.201,1.4681,sad
2.7273,4.7539,5.1716,1.6271,1.9899,3.75,1.8667,1.3969,sad
2.9891,2.7613,2.5713,2.1095,2.6369,4.3333,1.6941,1.4514,sad
2.7402,2.1476,4.5892,1.7549,1.7617,3.7832,2.0581,1.602,sad
3.4557,2.2,3.1948,6.129,2.6584,4.1231,1.6106,1.3667,sad
3.0986,2.7659,2.9791,2.0932,2.9602,3.4726,1.9481,1.5884,sad
2.5274,2.7116,3.2083,2.3083,3.584,6.14,1.8383,1.2369,sad
2.6934,4.3333,4.0,1.9342,1.9342,2.4,2.0833,1.3846,sad
2.8802,3.8881,4.1827,2.6559,1.9888,2.1922,2.4436,1.378,sad
3.0906,3.8079,3.6637,2.9332,2.8141,2.414,1.6993,1.4215,sad
3.0,5.5902,2.998,3.3802,3.5631,2.1963,2.2524,1.2649,sad
2.4965,1.9235,3.3628,2.8311,2.8311,4.219,1.7816,1.2324,sad
2.5431,3.25,2.6143,2.0686,2.3123,4.0249,2.3439,1.1564,sad
3.0514,2.3859,2.1494,2.1173,2.5159,3.2596,2.0,1.564,sad
2.5659,3.1128,3.8396,3.3356,2.9542,4.3853,1.781,1.3029,sad
2.6079,3.7583,3.6356,2.5303,1.7051,2.7526,1.8742,1.2708,sad
3.1256,3.8806,5.7059,2.7996,2.8188,2.8,2.2857,1.5,sad
2.8295,2.9155,3.2284,1.9481,2.3034,3.2344,2.1642,1.4471,sad
3.1301,2.6165,3.3731,1.9175,2.0893,3.4726,2.0158,1.5651,sad
3.5233,3.3397,4.1081,2.6642,2.1898,3.1901,1.9899,1.6795,sad
2.7866,2.3333,2.8529,1.3889,3.0776,3.7583,1.9302,1.6429,sad
2.9859,2.01,2.1789,1.5398,1.942,4.4721,1.8081,1.6411,sad
3.0,4.6786,3.6598,2.3745,3.5617,4.7434,1.8012,1.4267,sad
2.843,2.0069,2.916,2.5207,1.8169,3.9115,1.7054,1.2567,sad
2.5733,3.1408,4.2638,2.7176,3.2737,3.144,2.067,1.2606,sad
2.6088,6.5192,2.3916,2.3894,2.955,2.6077,1.8407,1.4572,sad
3.5057,2.0,3.0207,2.2215,2.4684,2.6667,2.7528,1.6,sad
2.4413,4.5069,3.75,2.4918,2.4918,2.8,2.2189,1.1662,sad
3.3295,2.2638,3.0207,2.0236,2.8908,4.6098,2.2881,1.6711,sad
2.2324,4.319,2.6711,1.9895,3.5332,3.6,2.114,1.2747,sad
2.1742,2.8529,4.76,2.5807,2.3747,3.5089,1.8647,1.1742,sad
2.5286,5.0111,4.3262,2.7235,2.2696,3.1623,2.0765,1.332,sad
3.6764,1.8679,2.2647,2.4654,2.5787,3.3015,2.0908,1.7846,sad
3.0012,2.4,3.5,2.5,2.4515,3.5,1.7143,1.6667,sad
3.6235,1.7541,2.2466,1.6812,1.7734,2.5221,2.525,1.9849,sad
3.1894,2.0511,3.4595,1.9068,1.9068,4.3461,1.8423,1.6322,sad
2.6875,4.0,2.8058,1.6685,3.337,2.9417,2.201,1.5625,sad
2.8141,2.4331,5.0214,2.7707,3.1665,3.35,2.099,1.2439,sad
3.239,2.6,3.6576,1.6299,2.1437,3.6461,1.8673,1.6172,sad
2.7735,3.25,2.8142,2.1003,3.1027,3.25,2.0783,1.4636,sad
3.2295,2.9155,2.7401,1.7742,2.188,3.0,1.8111,1.4653,sad
2.6019,2.4715,2.7214,2.2238,3.4215,3.0067,2.1296,1.663,sad
2.4531,2.4878,3.7678,1.844,2.1732,3.7583,1.8732,1.394,sad
3.1861,3.3747,3.5425,2.4926,2.2171,2.5798,2.0625,1.4382,sad
3.2585,3.0529,2.8793,1.8036,2.4608,2.9942,2.1635,1.6995,sad
3.3838,2.2361,3.6358,2.1166,2.2175,2.9769,1.8261,1.6401,sad
3.0877,3.3354,3.5492,2.8699,3.1736,5.0111,1.7911,1.5452,sad
2.3984,3.6461,3.237,4.406,2.3222,2.8,1.7871,1.1992,sad
2.5356,2.4715,3.7379,2.1246,1.9756,3.75,1.8774,1.332,sad
3.2596,4.0,2.3697,1.3125,2.5868,3.2062,1.8807,1.9239,sad
1.889,2.9837,2.976,2.1322,2.4135,4.7566,2.1187,1.0835,sad
2.9241,2.1667,3.1269,1.9796,1.9932,2.4083,1.9948,1.4636,sad
3.153,3.2596,2.38,2.305,3.4521,3.7832,1.7891,1.6125,sad
3.518,1.9709,3.0632,2.679,1.9264,3.1623,1.6179,1.4959,sad
3.0,2.9104,4.1305,2.6606,2.2679,3.4785,1.8205,1.3359,sad
2.8425,3.43,3.1803,3.6469,4.0735,2.8071,1.8579,1.3454,sad
2.5933,3.43,3.2249,2.0976,2.0174,3.1901,2.0,1.43,sad
3.2249,2.6077,2.5212,1.9313,1.6834,3.4,1.7059,1.6873,sad
3.1986,3.2558,5.2311,2.2349,2.0601,5.3009,1.8522,1.6325,sad
2.9435,2.2627,2.9691,1.7239,1.9099,2.8,2.4296,1.5013,sad
3.4061,2.3859,2.8142,1.9301,2.2436,2.557,2.2453,1.7437,sad
2.4233,2.687,2.9182,1.4943,2.4858,4.5,1.8897,1.3694,sad
2.6206,3.144,2.8477,1.9419,2.7463,4.7566,1.4754,1.3114,sad
2.2206,1.9692,4.0157,2.0549,2.3423,4.9092,1.9844,1.2077,sad
2.4529,2.1324,3.2231,1.7504,1.7378,2.8504,2.554,1.345,sad
3.3395,2.1926,3.4169,3.3252,2.0223,3.7832,1.6639,1.7088,sad
2.6009,3.0,2.9204,2.0531,3.2262,3.6,1.7231,1.5333,sad
2.7203,2.7735,2.5244,2.1338,2.8451,4.7726,1.9063,1.4213,sad
2.7938,3.0067,3.1734,2.0816,3.5876,4.0,1.8792,1.5314,sad
2.3889,3.0,2.8046,1.7547,2.5108,4.7539,1.9967,1.2235,sad
3.0779,5.8138,2.8889,4.2218,2.7467,2.8,1.6429,1.3077,sad
2.8284,2.7996,3.4572,2.2292,2.2405,2.9506,2.6355,1.3557,sad
3.0779,3.153,2.677,1.7365,2.8,3.2,1.876,1.7692,sad
2.6967,2.6,3.3879,1.5649,2.4793,3.6461,1.7972,1.6172,sad
2.4726,2.1122,3.3217,1.7111,2.0926,7.0,2.0763,1.2346,sad
3.0355,3.8881,2.749,1.6756,1.9479,2.4878,2.1646,1.4682,sad
2.8601,3.5355,2.7493,3.465,2.8293,2.5795,2.0752,1.3601,sad
2.5583,5.0695,3.0715,2.1778,1.8925,3.0,1.8774,1.2538,sad
2.6077,4.1231,2.8719,1.5747,2.6734,4.111,1.8462,1.3038,sad
2.9298,2.5,2.8971,2.22,2.7455,3.8006,2.0475,1.4751,sad
2.7176,3.0414,2.6164,2.9027,3.2601,3.178,2.1981,1.3254,sad
3.5737,2.7526,2.9784,1.6422,2.0009,3.5301,1.7856,1.7159,sad
2.6361,3.5089,4.3846,2.1406,2.6042,3.0104,2.3253,1.4249,sad
2.2075,6.3421,3.1953,2.5961,4.4504,4.0,1.876,1.1563,sad
2.8235,3.0104,3.25,2.5036,2.7817,3.6818,2.2652,1.4948,sad
2.8492,6.5115,4.0027,2.1867,2.9993,4.5277,1.9481,1.4159,sad
2.4436,1.879,3.4759,1.822,2.1948,3.4928,2.1898,1.3014,sad
3.3184,2.557,2.3346,1.9301,2.0935,3.178,1.7632,1.4753,sad
3.0,4.1231,2.4741,2.7075,4.3936,4.4272,1.8585,1.5358,sad
2.4544,5.7057,4.0535,2.3359,2.7487,5.3437,1.81,1.2282,sad
2.8127,2.1213,2.5196,1.5558,2.2636,3.8829,2.0013,1.4682,sad
2.7674,3.5795,2.7201,1.8668,3.2961,2.7735,2.0112,1.4816,sad
2.6477,2.125,3.5832,2.0555,2.4059,3.3955,2.144,1.3542,sad
2.2902,2.7456,4.0276,2.2042,2.1825,4.0,1.9167,1.2143,sad
2.4959,3.8881,2.9569,1.5504,2.5,3.25,2.1552,1.3114,sad
2.5655,3.1379,3.6749,1.8442,2.5575,4.1302,1.5898,1.314,sad
3.7596,2.9833,3.1146,2.7228,2.8334,2.7316,2.3769,1.8113,sad
2.8503,1.4444,2.3636,2.1364,1.8312,2.7951,2.3272,1.5385,sad
2.5903,3.0,3.2263,2.7673,3.0748,4.3012,2.0335,1.3333,sad
2.4947,2.8071,3.0,2.0587,2.4225,4.3461,1.9189,1.2824,sad
3.1841,2.4375,3.0,1.5875,1.905,3.6818,1.9013,1.4926,sad
2.5503,3.0,3.2357,1.9602,1.9468,3.8881,1.5023,1.2438,sad
3.0887,2.0,2.3663,1.7047,2.009,2.7316,1.9158,1.3892,sad
2.9268,3.0067,3.0142,1.771,1.8801,2.6077,2.3825,1.4695,sad
3.0269,4.1593,3.245,3.2999,2.8994,3.6702,1.6731,1.4525,sad
3.0845,3.0,2.308,2.0173,4.8414,6.0,2.0017,1.5,sad
3.4305,4.5277,2.3841,3.5083,3.4159,3.4785,1.7273,1.546,sad
2.7111,2.8071,2.3333,1.5824,2.5318,2.8,2.0013,1.4979,sad
2.5807,3.4041,3.3997,2.418,2.015,4.3461,1.8471,1.2844,sad
2.5312,2.5055,6.5,2.0278,2.0278,4.3333,2.0769,1.3304,sad
3.1762,2.7116,3.4489,2.8546,3.3628,3.2882,1.7895,1.456,sad
2.5944,4.2573,2.5104,2.1331,3.5606,3.4041,2.2976,1.3038,sad
2.5368,4.7434,3.2204,1.6468,1.8951,4.6786,1.8524,1.2667,sad
3.2089,3.35,2.5207,3.1683,2.3313,2.9205,1.5779,1.3931,sad
2.7761,3.357,2.9961,2.0791,2.2153,3.357,2.058,1.5368,sad
2.9299,3.0067,4.5892,1.7521,1.8689,2.3074,2.2087,1.5314,sad
3.6816,2.4375,3.1741,1.924,1.8734,3.6667,2.2727,1.6916,sad
3.2601,3.7583,3.0185,2.0645,1.943,3.334,2.0,1.7295,sad
2.8579,2.8071,3.4169,2.7356,4.4393,4.7539,1.6683,1.3556,sad
2.8009,4.7539,3.0316,2.4144,3.562,2.557,2.306,1.4032,sad
2.8382,2.8406,3.8139,1.9669,1.8445,3.1925,1.8924,1.4749,sad
2.8991,2.2361,2.7137,1.5461,1.7512,2.6509,1.764,1.5811,sad
2.8284,4.0139,3.0207,2.2166,2.7287,3.0104,1.9173,1.3313,sad
2.6675,4.7434,3.0741,2.0611,2.4491,3.2596,2.0765,1.2737,sad
2.5239,1.9426,2.8713,2.0155,1.8023,4.4721,1.7903,1.3601,sad
2.5903,4.8374,2.5713,2.2851,2.2851,2.7526,2.0152,1.3868,sad
3.2543,2.9104,3.0267,2.3482,2.3321,5.6667,1.7099,1.8352,sad
3.008,2.9205,2.7833,2.0686,2.2506,2.5125,2.7031,1.6692,sad
3.3094,1.7678,3.0827,2.6101,2.248,3.3015,2.2767,1.6444,sad
2.5495,3.5355,2.7632,2.0868,2.7521,4.7539,1.7308,1.4142,sad
3.3846,3.35,2.1348,1.7665,2.3236,2.75,2.0988,1.6044,sad
3.001,3.25,3.2125,2.4277,3.2017,3.2596,2.2255,1.6923,sad
2.6165,2.2804,2.7181,1.5239,2.4682,5.3748,1.8698,1.4385,sad
2.5864,2.9205,2.7748,2.6307,2.0839,3.0104,1.7459,1.3313,sad
2.8284,1.707,3.9655,2.1165,1.6352,3.5355,2.0804,1.3434,sad
2.6728,1.6711,4.2591,2.0307,1.7214,2.7613,2.2922,1.2711,sad
2.5978,5.8138,3.7507,2.1208,2.5934,4.2977,1.9096,1.3077,sad
2.6888,3.2062,3.8891,3.1205,1.9812,3.4059,1.8289,1.378,sad
2.2932,2.7996,3.3997,2.1435,2.1582,4.3333,2.0783,1.1759,sad
3.0723,3.3955,2.7445,2.2652,2.6285,4.0,1.6875,1.4304,sad
2.4931,5.099,4.0203,2.8153,2.7606,2.7526,2.0,1.3038,sad
2.8346,2.3534,2.5701,1.578,2.3955,3.638,1.6667,1.5833,sad
3.0846,2.5125,2.5163,1.6758,1.9912,4.0552,1.8103,1.6916,sad
2.75,2.8284,4.3405,2.0305,2.445,4.0,1.75,1.3252,sad
2.8508,6.2769,2.7693,2.1435,3.1623,2.3333,1.9299,1.3556,sad
2.6,3.0,2.2683,2.3779,2.6298,3.2,1.8168,1.4682,sad
2.6248,2.9483,2.7004,1.8816,2.1802,3.8243,1.8409,1.3985,sad
2.5031,3.1379,2.677,3.2031,3.1409,5.3333,1.876,1.4389,sad
2.3287,1.8385,2.5035,1.6757,2.0149,4.25,1.9554,1.2519,sad
2.738,5.4589,3.6103,2.0113,1.8963,3.357,1.7768,1.3436,sad
2.8339,4.1515,3.2239,3.5704,2.5746,2.4413,1.9908,1.471,sad
2.9846,12.1037,3.6724,2.6963,3.7757,2.6355,2.3214,1.6451,sad
3.0516,1.5797,2.624,1.9016,1.9353,3.2905,1.9848,1.5741,sad
2.3919,3.9051,3.277,2.7556,2.6542,3.6702,1.9446,1.2147,sad
2.5044,4.3661,4.2014,1.8999,2.1771,3.6702,2.1515,1.3367,sad
2.5696,6.0415,4.5138,2.7355,3.0028,3.0104,2.6781,1.2141,sad
2.9948,2.8382,2.7381,3.1344,2.3832,3.8806,2.3125,1.5855,sad
4.0064,1.9315,2.2318,2.9915,2.2426,3.5795,1.6994,1.7528,sad
3.0246,1.8385,2.5046,2.003,2.3569,4.4385,1.8538,1.4636,sad
2.5394,4.3012,3.5216,2.5141,2.6542,2.6173,1.9199,1.3028,sad
2.3354,2.9774,2.3452,2.0512,2.7932,2.1926,2.6967,1.2198,sad
2.3956,3.7583,3.25,3.0932,3.1884,2.0069,1.9948,1.1992,sad
2.6266,3.2062,3.6598,1.8835,2.3972,5.3437,1.6946,1.2538,sad
3.5864,3.0104,3.7833,1.9121,1.8028,2.7456,2.0763,1.7518,sad
2.7823,2.0051,2.3452,1.4908,2.6349,4.3333,2.1538,1.4249,sad
3.2317,4.3333,4.0,2.4196,2.6161,3.6461,1.9302,1.6172,sad
2.4359,2.2672,5.0,2.6483,2.6224,3.6818,2.3539,1.1228,sad
2.7435,3.0414,2.9681,2.2364,2.2364,3.1901,1.7001,1.3381,sad
2.9091,4.9193,2.9047,2.9004,3.1848,3.0,1.8333,1.5481,sad
2.9106,3.2558,2.9131,1.702,2.161,3.153,2.1428,1.3031,sad
2.3657,2.6907,4.0316,2.5564,2.7462,4.7854,2.0485,1.2614,sad
3.2558,4.0139,3.1769,3.2903,3.3916,2.7735,1.8439,1.5866,sad
2.7176,2.1662,5.0214,3.3291,2.592,3.3333,2.0025,1.3611,sad
2.7803,1.7678,3.1505,1.6549,1.8594,4.4721,2.1401,1.5,sad
2.8018,5.0,4.0396,1.4555,1.5289,2.5125,1.9901,1.3038,sad
3.9419,2.0396,2.6166,2.9202,2.5675,4.4721,1.562,1.6785,sad
2.6742,3.75,3.3396,4.1234,2.8278,3.6461,1.602,1.2074,sad
3.1328,3.6461,2.9782,2.0466,2.0545,2.8382,1.9974,1.5978,sad
2.6317,5.3437,4.2233,2.3955,2.4119,3.7583,1.8732,1.3159,sad
3.1283,2.5495,2.9336,1.7475,1.7371,3.5518,1.9063,1.7197,sad
3.3086,3.25,2.6516,2.1477,2.5056,3.0,2.0677,1.7709,sad
2.9364,2.8,3.1269,2.0025,2.3203,3.7583,1.9302,1.5731,sad
3.0529,3.43,2.5244,2.89,2.4084,2.6165,2.1463,1.4422,sad
3.544,2.1926,3.1892,1.7815,2.4705,2.7951,2.5298,1.8089,sad
2.5028,7.0178,2.3787,2.6142,3.7346,3.3955,1.8585,1.3556,sad
2.4407,4.5069,3.0092,3.5653,2.7969,3.2,2.1884,1.3868,sad
2.3618,2.1623,3.1741,2.1767,1.6876,3.3333,2.4083,1.2947,sad
2.6588,2.4083,2.5727,2.5872,2.3928,3.1379,1.9415,1.3557,sad
2.1759,2.4328,2.8304,2.0462,3.0228,4.6786,1.8538,1.1759,sad
2.951,3.5355,2.7843,1.8482,2.2256,3.4059,1.8621,1.5416,sad
2.9235,3.2596,2.9047,2.553,3.5737,2.9483,1.7346,1.4653,sad
3.0067,2.5,3.3663,1.5879,3.6913,3.7947,1.75,1.5033,sad
2.7873,2.3505,3.4059,2.846,3.9064,4.3012,2.1169,1.3621,sad
3.1655,3.0104,5.2331,2.015,2.6867,3.0104,2.0778,1.5866,sad
2.7083,3.5089,4.0,3.468,2.4811,2.8071,1.8579,1.3556,sad
2.9357,5.3666,3.4557,2.8351,2.4588,3.6461,1.4649,1.4167,sad
3.0104,2.3534,3.2678,2.422,2.9371,2.8071,1.7869,1.5023,sad
2.357,3.5788,3.9892,1.9416,3.8831,4.0311,2.0503,1.3198,sad
3.0854,2.9678,3.2066,1.6962,1.8836,3.7724,1.7352,1.6078,sad
2.6009,2.5,3.1269,1.8937,2.1942,3.0185,3.2025,1.4016,sad
2.8721,4.1515,4.0279,4.1764,2.4475,3.0067,2.1452,1.3551,sad
2.6706,3.1385,2.8484,2.2827,1.5988,2.9483,1.5357,1.2196,sad
2.3788,5.7177,5.8582,2.017,1.7296,2.2654,2.2071,1.3061,sad
3.0215,2.6683,2.9447,2.2069,2.3684,3.0265,1.8691,1.6558,sad
2.9286,6.261,3.056,2.9036,2.6396,2.5,1.9345,1.5017,sad
2.7056,2.5298,2.7778,1.6925,2.1408,2.7735,2.126,1.3764,sad
2.7735,2.5495,4.0,2.2893,2.1065,2.4,2.0,1.31,sad
3.0806,2.0,3.0483,2.1764,1.845,3.3354,1.9845,1.3601,sad
2.7226,5.7542,3.955,2.783,3.036,4.25,1.8273,1.3324,sad
3.4015,2.0,2.8484,1.8634,2.4845,4.0,2.0,1.8028,sad
3.3318,2.953,2.7957,2.0532,2.7061,2.7418,2.2717,1.757,sad
2.8641,1.9849,6.5769,2.0052,1.7687,3.1623,1.9235,1.3556,sad
2.2438,3.0,5.3983,2.4849,2.2856,3.1145,1.9077,1.1744,sad
2.4359,3.8881,2.6429,1.5752,2.77,3.5089,2.0,1.3114,sad
2.5965,1.9793,2.3965,1.9924,2.2813,3.0265,2.2623,1.3198,sad
3.5007,14.0,3.026,2.3744,2.5432,3.2,2.125,1.7158,sad
2.7346,4.7539,2.8142,3.6048,2.9149,3.7583,1.8732,1.337,sad
3.2643,1.5779,2.1798,2.2703,2.8941,3.0067,1.5965,1.6296,sad
2.0423,3.9419,7.0674,1.9429,3.1021,3.9108,1.9933,1.1982,sad
2.625,1.6,3.5178,1.6899,3.3798,4.6667,2.0,1.375,sad
2.8339,2.5714,2.6733,1.6805,2.0925,3.2,2.3133,1.501,sad
3.4516,2.25,2.1686,2.1198,3.9268,2.846,2.3439,1.6667,sad
2.8981,4.1593,3.6598,3.4041,4.4385,3.0265,1.7295,1.4525,sad
2.6575,2.4083,5.5,3.5064,2.1038,3.7268,1.8783,1.2457,sad
2.5278,3.3397,2.8367,1.7522,2.3363,4.0,2.001,1.3519,sad
2.8601,7.0711,3.6972,3.5847,2.927,3.3354,2.0458,1.3601,sad
2.5795,3.1623,4.1015,3.8511,2.8172,2.7653,2.2549,1.1317,sad
2.5021,2.2902,4.6904,2.2051,1.8034,3.0104,2.6588,1.3723,sad
3.0747,3.8829,4.0552,3.193,3.1446,4.6786,1.6387,1.2857,sad
2.1759,3.3397,2.785,1.6154,3.6087,7.5,1.7385,1.2346,sad
3.0,2.5221,3.4705,2.5828,3.1113,3.6702,2.075,1.4776,sad
3.3253,2.9411,2.1895,1.9313,2.3909,3.3044,1.4641,1.7001,sad
2.67,3.75,3.3997,2.7497,3.0407,3.5,1.9339,1.335,sad
2.8003,1.7365,3.6128,3.2057,2.1306,2.75,2.3706,1.2936,sad
3.3951,5.0111,2.4314,2.0204,3.2524,2.4715,2.5286,1.796,sad
3.0323,4.5277,4.1395,2.0997,2.0997,4.714,1.818,1.3561,sad
2.3679,5.099,3.4342,2.5848,4.2775,3.5089,1.8864,1.3221,sad
2.2941,4.25,3.3997,2.2528,4.2743,4.6786,1.9949,1.1765,sad
2.6321,4.6082,2.6561,2.0488,3.3183,3.504,1.8575,1.5272,sad
3.0878,1.7143,2.5748,1.5853,2.1984,4.1231,2.0,1.5092,sad
3.6042,2.4375,3.1948,2.144,1.7624,2.2091,1.9206,1.6044,sad
2.5108,3.5355,5.0616,3.3426,3.3426,3.3333,1.8028,1.2554,sad
2.2622,4.1868,5.4748,2.6926,2.6191,3.4726,1.9178,1.2384,sad
3.1538,2.6,2.5118,1.8606,2.3708,3.25,2.2321,1.6154,sad
2.1082,3.8243,4.1082,2.1794,2.7361,4.0552,1.9066,1.0541,sad
2.5078,1.8067,3.0414,2.5925,2.3902,4.0,1.6125,1.163,sad
3.8851,1.7657,2.3055,3.0355,3.7189,3.3993,1.8862,1.8326,sad
2.4273,3.7724,4.0844,2.4581,2.5951,3.0,2.3113,1.3162,sad
2.8825,3.2344,4.2788,2.1519,1.9247,3.3512,1.5919,1.2661,sad
2.325,1.8111,7.5,1.7098,2.2641,2.5125,3.0862,1.216,sad
2.5935,3.0445,3.7602,1.7697,2.3044,3.5314,1.9822,1.328,sad
2.3363,3.0265,2.7833,2.3928,2.4162,4.1231,1.855,1.2625,sad
3.0532,3.821,3.3329,1.6886,3.1417,4.43,1.8614,1.5193,sad
3.0039,3.153,3.1269,1.568,2.2604,2.8,2.0013,1.5385,sad
2.5898,17.0294,2.3816,1.4846,2.9402,3.334,2.0009,1.4692,sad
2.4753,2.1011,2.8795,2.1478,2.9485,2.8636,2.0999,1.1575,sad
3.5168,2.7116,4.4939,2.6738,2.2129,2.9205,2.1656,1.7978,sad
3.4541,2.3616,2.6876,2.4701,2.1032,2.9678,1.6848,1.6125,sad
2.5644,5.0062,3.0083,3.6378,2.4151,3.8471,1.7744,1.3022,sad
2.9463,1.9728,2.833,2.3696,3.6584,3.1901,1.7553,1.5092,sad
3.1925,1.6125,2.1465,1.917,2.2514,2.7653,2.1926,1.6385,sad
2.858,4.6667,4.8,2.6308,2.6308,3.1623,1.9941,1.3571,sad
2.5633,4.0,3.4342,2.846,2.3394,3.5089,1.9949,1.25,sad
3.3352,4.5,4.5495,2.3116,3.177,2.5125,1.7911,1.5556,sad
3.2212,1.5811,6.0828,1.7837,1.88,2.5125,2.4067,1.4422,sad
